234,,Material Science and Engineering,MSE480+MSE489,"MSE480 Materials and Engineering Design, MSE489 Materials Processing & Design",3+3,,VE496 + 4 Credits Flexible Technical Elective,,,2+4,NULL,NULL
235,,Material Science and Engineering,MSE242,Physics of Materials,4,,VP390,,,3,NULL,NULL
236,,Material Science and Engineering,MSE330,Thermodynamics of Materials,4,, ,,Flexible Technical Elective,4,NULL,300
237,,Material Science and Engineering,MSE350,Structure of Materials,4,,VK250 or Flexible Technical Elective 300-level (ME),,,4,NULL,NULL
238,,Material Science and Engineering,MSE365,Materials Laboratory ,3,,VM495,,,4,NULL,NULL
239,,Material Science and Engineering,MSE220,Introduction to Materials and Manufacturing,4,,VK250,,,4,NULL,NULL
240,,Material Science and Engineering,MSE420,Mechanical Behavior of Materials,3,,VM382,,,4,NULL,NULL
241,,Material Science and Engineering,MSE440,Fundamentals of Ceramic Materials,3,,,,Flexible Technical Elective,3,NULL,400
242,,Material Science and Engineering,MSE454,Computational Approaches in Materials Science & Engineering,3,,,,Flexible Technical Elective,3,NULL,400
243,,Material Science and Engineering,MSE470,Physical Metallurgy,3,,,,Flexible Technical Elective,3,NULL,400
244,,Materials Science and Engineering,MSE514,Composite Materials,3,,,,Flexible Tech. Elective,3,ME/MSE,400
,,,,,,,,,,,,
245,,Mathematics,MATH417,Matrix Algebra,3,,VV214,,,4,NULL,NULL
246,,Mathematics,MATH419,Linear Spaces and Matrix Theory,3,,VV214,,,4,NULL,NULL
247,,Mathematics,MATH214,Linear Algebra,4,,VV214,NULL,,4,NULL,NULL
248,,Mathematics,MATH354,Fourier Analysis and its Applications,3,,,,Advanced Mathematics,3,Mathematics,NULL
249,,Mathematics,MATH412,Introduction to Modern Algebra,3,,,,Advanced Mathematics,3,Mathematics,NULL
250,,Mathematics,MATH423,Mathematics of Finance,3,,,,Advanced Mathematics,3,Mathematics,NULL
251,,Mathematics,MATH425,Introduction to Probability,3,,,"Covers no statistics, not equivalent to VE401 after 2015-12-23.",Advanced Mathematics,3,Mathematics,NULL
252,,Mathematics,MATH493,Honors Algebra I,3,,,,Advanced Mathematics,3,Mathematics,NULL
253,,Mathematics,MATH494,Honors Algebra II,3,,,,Advanced Mathematics,3,Mathematics,NULL
254,,Mathematics,MATH371,Introduction to Numerical Methods,3,,VV371,,Advanced Mathematics,4,Mathematics,
255,,Mathematics,MATH116,MATH116,,,VV156,,,4,Mathematics,NULL
256,,Mathematics,MATH156,MATH156,,,VV156,,,4,Mathematics,NULL
257,,Mathematics,MATH454,BV Prob-Pde,,,,,Advanced Math/Flexible Technical Elective,3,Mathematics,NULL
258,,Mathematics,MATH525,Probability,,,VE501,,Advanced Mathematics,4,Mathematics,
259,,Mathematics,MATH590,Introduction to Topology,3,,,,Advanced Mathematics,3,Mathematics,NULL
260,,Mathematics,MATH465,Introduction to Combinatorics,3,,VE203,,,4,NULL,NULL
,,,,,,,,,,,,
261,,Naval.Architecture.&.Marine.Engineering,NA310,Marine Structures I,4,, ,,Flexible Tech. Elective,4,Engineering,300
262,,Naval.Architecture.&.Marine.Engineering,NA470,Foundations of Ship Design,4,, ,,Flexible Tech. Elective,4,Engineering,400
263,,Naval.Architecture.&.Marine.Engineering,NA340,Marine Dynamics I,4,, ,,Flexible Tech. Elective,4,Engineering,300
264,,Naval.Architecture.&.Marine.Engineering,NA475,Capstone Design Course,4,, ,,Flexible Tech. Elective,4,Engineering,300
265,,Naval Architecture and Marine Engineering,NA320+NA321,Marine Hydrodynamics I & II,4+4,,VM320,,,3,NULL,NULL
266,,Naval Architecture and Marine Engineering,NA387,Introduction to Probability and Statistics for Engineers,3,,VE401,,,4,NULL,NULL
267,,Naval Architecture and Marine Engineering,NA491+NA492,Marine Engineering Lab I & II,3+2,,VM395,,,4,NULL,NULL
268,,Naval Architecture and Marine Engineering,NA410,Marine Structures II,4,,,,Flexible Technical Elective,4,NULL,400
269,,Naval Architecture and Marine Engineering,NA483,Marine Control Systems,3,,,,Flexible Technical Elective,3,NULL,400
,,,,,,,,,,,,
270,,Nuclear Engineering and Radiological Sciences,NERS441,Nuclear Reactor Theory I,4,, ,NULL,Flxible Technical Elective,4,ECE ME,NULL
271,,Nuclear Engineering and Radiological Sciences ,NERS425,Application of Radiation,4,, ,NULL,Flxible Technical Elective,4,ECE ME,NULL
272,,Nuclear Engineering and Radiological Sciences,NERS575 (EECS519),Plasma Generation and Diagnostics Laboratory,4,,VM495,,,4,NULL,NULL
273,,Nuclear Engineering and Radiological Sciences,NERS575 / EECS519,Plasma Generation and Diagnostics Laboratory,4,, ,,Flexible Technical Elective,4,NULL,400
274,,Nuclear Engineering and Radiological Sciences,NERS320,Mathematical Method in Nuclear Engineering,4,, ,,Advanced Mathematics,4,ME,400
275,,Nuclear Engineering and Radiological Sciences,NERS315,Nuclear Instrumentation Laboratory,4,, ,,Flexible Technical Elective,4,NULL,300
276,,Nuclear Engineering and Radiological Sciences,NERS444,Thermal-hydraulics of nuclear systems,3,, ,,Flexible Technical Elective,3,NULL,300
277,,Nuclear Engineering,NERSxxx,Laboratory Course (Above NERS315),,,VM495,,,4,NULL,NULL
,,,,,,,,,,,,
378,,Taubman College of Architecture and Urban Planning,ARCH201,"ARCH 201, Basic Drawing",4,,,,,4,Studio Art (Intellectual Breadth),200
